h3_cell,road_count,total_length_m,avg_lat,avg_lon,primary_ratio
87599518affffff,52,440828.83,12.758642,-2.412219,0.00
8759b1a95ffffff,2,40697.36,14.662832,-2.469338,0.00
877508c0effffff,80,1855922.59,5.617308,-2.490634,0.00
8775018ceffffff,12,75755.14,6.994927,-2.481042,0.00
877526d00ffffff,5,216364.77,10.693721,-2.424295,1.00
8775080b6ffffff,98,822661.60,5.386043,-2.534134,0.00
87752211effffff,8,390048.14,9.469284,-2.655043,1.00
875993584ffffff,1,12216.52,10.833749,-2.384537,0.00
873929256ffffff,44,199912.83,42.047291,-2.396487,0.00
875995092ffffff,1,942.29,12.610525,-2.414866,0.00
877508605ffffff,2,37113.16,5.089476,-2.565012,1.00
8759a24f4ffffff,24,139006.16,15.094406,-2.510662,0.00
875992259ffffff,6,20841.69,10.896593,-2.438588,0.00
873822406ffffff,367,1764120.91,35.050656,-2.490725,0.00
873976554ffffff,421,1044344.39,41.075879,-2.447470,0.16
87392966bffffff,19,684273.05,41.798097,-2.571691,0.00
873812346ffffff,5,480593.63,30.435109,-2.504062,1.00
8759b1a9bffffff,5,32485.38,14.602838,-2.413465,0.00
87383115bffffff,48,325527.46,34.412022,-2.477952,0.71
875569471ffffff,16,672109.69,18.193036,-2.579520,0.00
87383115dffffff,21,15370.19,34.441559,-2.503016,0.00
8759934a1ffffff,11,476002.50,10.753569,-2.284065,1.00
8775019a9ffffff,361,2241358.87,7.222932,-2.471611,0.12
877501a84ffffff,100,488714.51,6.809334,-2.442567,0.00
877526132ffffff,17,469823.39,10.392255,-2.334495,1.00
8759b1853ffffff,59,2585492.54,14.863774,-2.646171,0.00
873824625ffffff,353,739934.81,36.973129,-2.422687,0.00
87390bce9ffffff,622,1396221.44,38.333112,-2.441280,0.01
87390d15effffff,161,815265.26,40.325518,-2.512145,0.00
8759a46a8ffffff,9,36556.57,16.758378,-2.491326,0.00
877526d8bffffff,9,186534.24,10.618381,-2.544878,1.00
873908a51ffffff,42,227296.60,39.508635,-2.530180,0.24
87390b1b4ffffff,1009,6999272.80,38.334565,-2.423308,0.42
8759a20a8ffffff,19,709716.48,15.375416,-2.314515,0.00
8759b16f6ffffff,6,69334.96,14.072493,-2.479797,0.00
877522988ffffff,49,391916.72,9.680620,-2.502187,0.00
875995955ffffff,57,694920.09,13.275931,-2.433083,0.00
873833266ffffff,13,108204.92,33.300802,-2.414511,0.00
8759b1698ffffff,14,139295.23,13.980914,-2.527514,0.00
877508991ffffff,21,1273321.37,5.649913,-2.279366,1.00
87750c5acffffff,19,340074.54,6.337423,-2.440583,0.00
8759a6358ffffff,50,368667.34,16.285762,-2.513839,0.00
877522a89ffffff,52,353143.25,9.184239,-2.403935,0.00
873822416ffffff,8,41530.09,34.999976,-2.520868,0.00
875995134ffffff,20,68678.41,12.944315,-2.475954,0.00
8759a62cdffffff,15,387510.07,16.092001,-2.422778,0.00
8759a09a9ffffff,2,72712.47,16.788345,-2.180921,0.00
875995828ffffff,3,64471.03,13.214904,-2.423435,1.00
87382249bffffff,601,3723433.50,34.828439,-2.482644,0.00
8739764aaffffff,388,506335.78,40.829166,-2.475394,0.27
877508d70ffffff,9,141215.14,5.711238,-2.393037,1.00
873885b15ffffff,3,672896.10,27.844438,-2.842407,1.00
8759b1300ffffff,12,191899.04,14.560076,-2.355156,0.00
873815474ffffff,3,145581.13,32.179375,-2.385098,0.00
87390b424ffffff,225,2582278.26,38.079990,-2.499573,0.00
87381551bffffff,15,727905.66,32.154718,-2.551152,0.00
8759a4395ffffff,20,187534.02,17.107293,-2.410080,0.00
87397642effffff,619,1379905.62,41.001189,-2.428770,0.00
87390b933ffffff,46,116693.88,38.853694,-2.503995,0.00
8759b32e1ffffff,390,509514.03,13.466262,-2.501449,0.02
877522220ffffff,1370,2713800.80,9.046605,-2.490640,0.02
873929254ffffff,115,798162.33,42.061931,-2.380132,0.97
8775260f3ffffff,7,270740.76,10.127443,-2.407795,0.00
87750564bffffff,161,2161094.73,7.306479,-2.479037,0.34
8738240f3ffffff,180,2091717.73,37.157616,-2.511083,0.77
8775260b2ffffff,6,141739.95,10.265343,-2.511315,0.00
873824071ffffff,924,951622.16,37.330649,-2.437076,0.17
873976560ffffff,496,580320.06,41.162921,-2.418116,0.41
875992268ffffff,5,243853.29,10.969672,-2.439227,1.00
873824b36ffffff,319,495672.28,37.742969,-2.489088,0.00
877501b95ffffff,23,322052.70,6.927392,-2.433387,0.00
87390db23ffffff,4,22778.89,40.721771,-2.404306,0.00
87556919affffff,16,329468.78,18.259186,-2.431629,0.00
8775229aaffffff,49,934160.48,9.712292,-2.485442,0.16
87750c6caffffff,39,2364739.68,5.715412,-2.330123,1.00
875990a85ffffff,8,24502.29,12.070201,-2.448789,0.00
873885b05ffffff,8,1794389.61,27.890363,-2.810116,1.00
877526653ffffff,7,146902.04,9.853581,-2.540360,0.00
877505d59ffffff,23,190310.86,8.019655,-2.377685,0.00
87390d0c3ffffff,873,2839543.58,40.099245,-2.435337,0.07
8759954e2ffffff,2,7449.54,12.462737,-2.487990,0.00
8759a58a3ffffff,20,4916198.65,17.615036,-1.807071,0.00
87752352affffff,3,220318.02,8.769132,-2.319156,1.00
877523436ffffff,50,318822.17,8.735521,-2.428785,0.00
873908a5effffff,12,93140.10,39.487173,-2.511328,0.75
8739082f0ffffff,317,891467.73,39.013145,-2.459391,0.00
877508c02ffffff,29,78058.25,5.653896,-2.511440,0.00
8759b36caffffff,27,1203606.92,13.112507,-2.688704,0.00
87390b91dffffff,308,614946.69,38.814790,-2.423159,0.00
873824756ffffff,421,1843482.54,36.992705,-2.413727,0.00
873831a94ffffff,44,308647.55,34.488672,-2.408605,0.00
8759a4642ffffff,2,30021.83,16.846060,-2.342284,0.00
877522a83ffffff,30,50306.94,9.247189,-2.443463,0.23
87750c6d2ffffff,48,487229.62,5.784520,-2.394738,0.00
8759b3344ffffff,13,236338.92,13.677042,-2.555644,1.00
873976412ffffff,210,308254.46,40.889615,-2.494257,0.42
877522311ffffff,17,246577.85,9.130392,-2.516979,0.00
8739082d3ffffff,192,946746.33,38.939982,-2.417619,0.14
87390d0e0ffffff,89,678293.24,40.169957,-2.471054,0.00
8759b170effffff,15,162525.43,14.270099,-2.555036,1.00
875986d14ffffff,64,600042.39,13.899009,-2.497663,0.00
8738100c2ffffff,4,90766.21,31.243195,-2.478309,1.00
875995c4bffffff,25,248528.98,12.878387,-2.485074,0.00
87752231dffffff,146,723739.55,9.099462,-2.488887,0.12
8759a468cffffff,98,617745.67,16.730132,-2.487995,0.28
8759b32f5ffffff,6,99302.07,13.445588,-2.539217,1.00
8775228d0ffffff,1,29396.97,9.517603,-2.529152,0.00
873833a5affffff,29,207228.13,33.564208,-2.513471,0.00
873976d4bffffff,124,171557.24,41.465282,-2.484852,0.05
87390d0f0ffffff,307,1406348.68,40.121658,-2.515811,0.61
87390b92affffff,174,455511.11,38.877858,-2.420090,0.02
87390b91bffffff,361,960955.81,38.775106,-2.415860,0.07
87752676affffff,10,127950.80,9.955847,-2.398220,0.70
877522822ffffff,21,546510.41,9.643568,-2.416149,0.00
87382242cffffff,693,1462804.74,35.123214,-2.434078,0.06
8775266caffffff,5,110515.75,9.804567,-2.610018,1.00
8738332e5ffffff,18,768294.95,33.172870,-2.420800,0.00
875995c5affffff,17,210936.67,12.842294,-2.538513,0.00
877526c1effffff,4,84227.96,10.560757,-2.514416,1.00
87390bcc3ffffff,302,1407288.55,38.266024,-2.504213,0.00
8759a46e2ffffff,11,222341.89,16.784595,-2.414327,0.00
87390d614ffffff,59,253469.82,39.814459,-2.452623,0.07
8759b3251ffffff,1720,1927445.77,13.504087,-2.465241,0.05
8759a4858ffffff,20,1016488.71,17.573126,-2.596440,0.00
87599582cffffff,75,1279379.32,13.221162,-2.437849,0.77
8739292c1ffffff,65,1421471.37,41.941772,-2.339430,1.00
8775018c3ffffff,22,65707.07,7.003439,-2.505564,0.00
87390820cffffff,20,50065.47,39.122863,-2.462534,0.05
87382242bffffff,146,1135753.98,35.087141,-2.411320,0.77
87390d849ffffff,4,5529.30,40.658743,-2.486936,0.00
87599581affffff,23,548553.05,13.097891,-2.445430,1.00
873815910ffffff,39,552768.66,32.901956,-2.514626,0.54
875990ab5ffffff,66,588472.08,12.081807,-2.512893,0.00
873976911ffffff,4226,2640159.53,41.756149,-2.462849,0.04
875986d99ffffff,54,135512.29,13.738213,-2.459004,0.00
877522b96ffffff,153,1159678.22,9.408943,-2.450806,0.06
87382472dffffff,572,1414146.91,37.083565,-2.468660,0.00
877504b5cffffff,23,43929.96,8.409323,-2.511519,0.00
87382248cffffff,414,1071186.74,34.912273,-2.473308,0.09
87390b826ffffff,70,556001.50,38.784592,-2.384964,0.73
8759a5d49ffffff,7,1720669.53,17.560800,-1.873350,0.00
873909c24ffffff,1,25249.21,39.512125,-2.240429,1.00
8759b1065ffffff,28,5968.19,14.615016,-2.508204,0.00
8775222e1ffffff,29,146431.01,8.912608,-2.520227,0.00
877501900ffffff,14,204643.34,7.261827,-2.408089,0.00
87390db35ffffff,87,207774.00,40.718918,-2.444433,0.00
873909d92ffffff,573,1696456.08,39.355308,-2.441445,0.23
8775261a3ffffff,13,98786.25,10.349807,-2.405975,0.00
87382486dffffff,5,12972.47,37.786015,-2.516799,0.00
877501270ffffff,12,67622.43,6.497670,-2.461441,0.00
873929ac9ffffff,1454,1789882.93,42.328857,-2.472297,0.00
875995445ffffff,23,137044.40,12.557418,-2.410214,0.00
875986d1dffffff,21,333147.47,13.883855,-2.421478,0.00
8775012a3ffffff,35,998126.97,6.579158,-2.642812,1.00
87599004cffffff,2,71954.19,11.932518,-2.470513,1.00
875995526ffffff,3,72187.55,12.702310,-2.682777,0.00
8759a4699ffffff,44,479235.23,16.671907,-2.488881,0.00
873806d13ffffff,13,325975.66,33.609356,-2.375644,0.00
877526133ffffff,11,304003.37,10.382574,-2.316500,1.00
877501852ffffff,43,191082.39,7.040643,-2.428976,0.00
87390b900ffffff,588,629396.52,38.845261,-2.453338,0.31
873815c52ffffff,22,497744.22,32.465202,-2.524563,0.00
87390b48bffffff,244,268156.52,37.836489,-2.428628,0.00
8759a20a6ffffff,74,2764158.94,15.377507,-2.388007,0.00
873908a45ffffff,112,613844.90,39.565708,-2.504721,0.00
873833acbffffff,1,14701.84,33.467906,-2.506714,0.00
8759922abffffff,4,116084.67,10.830012,-2.604067,1.00
8759b1b80ffffff,8,350575.26,14.804983,-2.542621,0.00
87381072effffff,5,12563.93,31.173399,-2.518644,1.00
8738332abffffff,2,10804.36,33.099820,-2.525064,0.00
8759a4ba4ffffff,24,1219786.45,17.585064,-2.563004,0.00
8759958acffffff,64,485731.88,13.091701,-2.476688,0.00
8759a468affffff,41,417525.36,16.693003,-2.487586,0.00
875995c68ffffff,38,607340.30,12.946209,-2.515995,0.00
873824612ffffff,7064,967438.92,36.830223,-2.448850,0.15
87752220cffffff,8,198493.66,8.982708,-2.502936,0.75
875993ca0ffffff,47,175152.52,11.118139,-2.439103,0.00
87750c496ffffff,3,51864.34,6.247037,-2.591582,0.00
87599540dffffff,178,695818.24,12.538369,-2.489736,0.00
87750c58effffff,43,371710.04,6.300763,-2.492262,0.28
877508753ffffff,13,147391.25,5.095983,-2.519080,0.00
8759b10ccffffff,29,132755.97,14.423394,-2.501731,0.00
8775050a2ffffff,1,29156.44,7.746831,-2.466660,1.00
8759b104cffffff,181,403539.26,14.554055,-2.451977,0.00
877505080ffffff,63,1154872.24,7.716129,-2.487920,0.27
87390b546ffffff,292,1741782.28,38.156542,-2.422339,0.00
877501316ffffff,8,79507.21,6.703461,-2.549340,1.00
8775223abffffff,8,116036.63,9.101094,-2.574212,0.00
8738240e2ffffff,690,4201693.57,37.200436,-2.489919,0.00
87750191dffffff,59,530709.04,7.220572,-2.417531,0.19
875916090ffffff,13,3195529.12,18.109144,-1.328036,0.00
87390b9a5ffffff,4,31706.09,38.768393,-2.533106,1.00
8759a219cffffff,47,312008.70,15.410761,-2.442378,0.00
873976c6affffff,38,123680.64,41.401161,-2.417669,0.39
87390b903ffffff,393,684091.39,38.836055,-2.439726,0.23
8775053b2ffffff,29,1297245.02,7.538894,-2.357455,1.00
877505110ffffff,13,379033.69,7.856183,-2.359007,1.00
877522118ffffff,8,390048.14,9.453513,-2.642948,1.00
8739082f6ffffff,391,1208186.41,39.009784,-2.491958,0.00
8759b3252ffffff,500,777420.61,13.487668,-2.494502,0.02
873824073ffffff,473,790768.95,37.307613,-2.447499,0.44
875995874ffffff,29,623219.98,13.208334,-2.383677,1.00
875986d9effffff,59,322869.66,13.735757,-2.496973,0.00
87390d624ffffff,81,481476.75,39.921100,-2.428455,0.56
873824b1effffff,13,64781.72,37.683559,-2.391778,0.00
877526609ffffff,7,56868.55,9.907486,-2.526724,0.00
8738aeb84ffffff,22,51648.87,28.791881,-2.504600,1.00
87750c5aaffffff,1,3664.26,6.312947,-2.469665,0.00
875992243ffffff,3,28556.71,10.927096,-2.454986,0.00
87752650bffffff,12,285579.85,10.378371,-2.641379,1.00
8738247a9ffffff,245,669575.59,36.918687,-2.511079,0.22
877501990ffffff,44,1801284.73,7.270289,-2.583976,1.00
87382414cffffff,143,676153.70,37.438482,-2.469429,0.00
873815c0affffff,21,419186.42,32.467096,-2.588918,0.00
8739761a2ffffff,9,89159.64,41.294388,-2.360633,1.00
877526c32ffffff,11,227986.29,10.624425,-2.510598,1.00
873815570ffffff,49,1519135.35,32.259687,-2.484203,0.00
8759922e2ffffff,5,145105.84,10.841244,-2.538811,1.00
87397691dffffff,104,48702.03,41.761099,-2.417288,0.44
873824728ffffff,589,2730871.36,37.061469,-2.480528,0.14
873824701ffffff,91,175320.38,37.026579,-2.485196,0.00
87390db82ffffff,432,951358.66,40.513173,-2.453804,0.17
873929219ffffff,458,1321958.49,42.012091,-2.450080,0.00
877508d54ffffff,46,157240.25,5.683476,-2.410694,0.00
873806d12ffffff,7,104938.90,33.603050,-2.403252,0.00
8738159b1ffffff,14,183817.17,32.800514,-2.572331,0.00
8755697abffffff,6,78847.34,17.981311,-2.568519,0.00
873908345ffffff,169,406676.20,39.293656,-2.441809,0.05
87390d01bffffff,15,92882.27,40.172836,-2.524503,0.00
8759b1b29ffffff,45,75639.14,14.970221,-2.445521,0.00
873929accffffff,845,252406.49,42.342686,-2.505658,0.27
873976434ffffff,20,58076.11,40.990199,-2.530191,0.00
875995819ffffff,17,405452.25,13.119643,-2.420533,1.00
873831b36ffffff,483,4057555.04,34.788046,-2.501491,0.28
877508c26ffffff,47,737456.84,5.698870,-2.479532,1.00
87390d0f3ffffff,224,470784.59,40.111662,-2.502493,0.00
8759939aaffffff,16,486426.98,11.452655,-2.256072,1.00
87383322cffffff,78,401423.34,33.288199,-2.505913,0.00
87390b528ffffff,54,368923.93,38.173642,-2.532211,0.00
87390bcdbffffff,823,1992828.75,38.206028,-2.471234,0.02
873824a40ffffff,6,194980.56,37.645413,-2.091957,1.00
875995034ffffff,17,62034.13,12.825323,-2.391381,0.00
873976935ffffff,847,1581290.54,41.825587,-2.504096,0.01
8759b1770ffffff,18,168323.79,14.310161,-2.496266,0.78
8759b1b8bffffff,1,20348.68,14.771810,-2.478190,0.00
87390d16cffffff,883,1442237.08,40.452227,-2.482294,0.12
8759b1742ffffff,58,341521.70,14.278232,-2.457388,0.00
877522131ffffff,2,58793.94,9.530452,-2.618215,0.00
877526576ffffff,4,95193.28,10.393346,-2.590277,1.00
873976891ffffff,46,268035.87,41.482444,-2.400088,0.00
873833649ffffff,48,861783.00,32.916396,-2.567537,0.00
877522915ffffff,16,253528.50,9.748198,-2.421782,0.00
875993c8effffff,2,25874.28,11.061255,-2.392266,1.00
873976573ffffff,930,992751.51,41.094968,-2.436344,0.19
87750c4adffffff,498,1527977.74,6.206273,-2.472062,0.23
8739082f5ffffff,1007,1681804.79,39.031366,-2.454648,0.05
873885006ffffff,7,1570090.91,27.421021,-3.009230,1.00
873824b83ffffff,103,166368.13,37.566327,-2.440513,0.00
873908266ffffff,55,498011.73,39.208372,-2.382894,0.00
8759b1050ffffff,84,1261105.78,14.510949,-2.531759,0.00
875990b62ffffff,55,359120.68,12.330072,-2.396814,0.00
875990a05ffffff,4,37320.25,12.195720,-2.417915,1.00
873976989ffffff,85,127240.28,41.642141,-2.418420,0.51
8739082abffffff,236,1045185.10,39.005369,-2.514562,0.20
87750c512ffffff,18,322175.88,6.353353,-2.439354,0.00
873976919ffffff,11,127666.48,41.735993,-2.383429,0.00
87390d70cffffff,140,558945.92,39.977337,-2.460949,0.00
8759a24dcffffff,88,353157.78,15.029648,-2.444338,0.00
8759958f5ffffff,53,304588.69,13.081695,-2.413682,0.00
877522223ffffff,2411,1175171.05,9.031515,-2.497830,0.02
87390db9effffff,316,862387.68,40.473847,-2.450067,0.00
873976c4effffff,111,458586.57,41.355920,-2.401361,0.05
8759a201dffffff,100,3735349.92,15.425981,-2.274666,0.00
87390b9aaffffff,258,571360.05,38.724577,-2.475508,0.09
877505675ffffff,106,423953.11,7.420529,-2.489254,0.31
8759b326cffffff,1635,1030664.58,13.597794,-2.432728,0.02
877522a8cffffff,18,216024.86,9.220456,-2.406050,0.00
873812a25ffffff,4,384474.90,30.751640,-2.714156,1.00
87750135dffffff,34,221737.91,6.531748,-2.418625,0.00
873908a4cffffff,85,363248.28,39.555492,-2.463469,0.00
877508669ffffff,8,7400.00,4.957293,-2.444295,0.00
8759b32d3ffffff,14,82337.19,13.351823,-2.522876,0.00
87750122affffff,66,391667.81,6.547026,-2.508575,0.00
8738ae05bffffff,11,2467285.71,28.438086,-2.387014,1.00
87752350cffffff,11,807832.74,8.751942,-2.316873,1.00
8759b161dffffff,37,459448.68,14.137459,-2.472222,0.00
877522314ffffff,11,107005.26,9.169753,-2.525516,0.00
877504b48ffffff,37,476706.96,8.374993,-2.464975,0.00
875934c12ffffff,1,106811.21,21.969236,-2.345410,1.00
8759b106bffffff,1,6497.08,14.564900,-2.437802,0.00
873815884ffffff,49,274279.72,32.702398,-2.442427,0.00
8775018c6ffffff,80,1413023.06,7.043673,-2.504885,0.64
87390bc58ffffff,1956,2399731.64,38.374658,-2.429016,0.01
873810130ffffff,11,381677.73,31.505412,-2.769508,1.00
873885458ffffff,4,897194.80,27.070667,-3.058105,1.00
87750eb53ffffff,38,1378282.53,5.996216,-2.548142,1.00
87390dbb0ffffff,39,49959.84,40.545095,-2.512356,0.00
877501256ffffff,43,1457314.40,6.480462,-2.512956,1.00
8759b1a9affffff,53,181969.25,14.608174,-2.431343,0.00
875916472ffffff,12,2949719.19,18.001973,-1.407549,0.00
87750c536ffffff,14,272920.95,6.409337,-2.400363,1.00
875934d99ffffff,1,106811.21,21.972539,-2.414503,1.00
8738158b0ffffff,157,838651.50,32.690892,-2.481566,0.00
873833accffffff,1,14701.84,33.491090,-2.538703,0.00
877526cc0ffffff,24,194891.59,10.454419,-2.520572,0.00
877526033ffffff,8,188986.59,10.258649,-2.365238,0.00
8759b3a48ffffff,13,154617.79,13.898981,-2.537084,0.00
87390836dffffff,107,1182321.00,39.340889,-2.401183,0.24
87390d14cffffff,291,1372340.60,40.393355,-2.456675,0.16
873824158ffffff,458,531270.93,37.383243,-2.498055,0.00
875986c95ffffff,339,957776.57,13.650796,-2.431153,0.05
875995992ffffff,27,1203606.92,13.101405,-2.634897,0.00
8759b1049ffffff,6,38164.00,14.541873,-2.418103,0.00
8759b1aa2ffffff,2,40697.36,14.713206,-2.473973,0.00
8738ae0c5ffffff,9,2018688.31,28.378226,-2.480563,1.00
877526186ffffff,14,106385.20,10.344565,-2.436739,0.00
877522272ffffff,96,426459.76,8.948235,-2.479147,0.00
873810a15ffffff,1,14477.84,31.703199,-2.337328,0.00
8759a42e4ffffff,22,5407818.52,17.095909,-2.179656,0.00
873815433ffffff,2,17885.49,32.110460,-2.519935,0.00
87397652dffffff,298,530231.61,41.146822,-2.511578,0.00
877522328ffffff,14,122213.07,9.118072,-2.426349,0.00
877501259ffffff,24,46457.78,6.405027,-2.470359,0.00
87390bc4effffff,194,857706.12,38.416749,-2.410877,0.00
8739764d4ffffff,2,10447.51,40.806322,-2.394592,0.00
875993d88ffffff,36,149869.22,11.167056,-2.464153,0.00
87392936effffff,539,1429919.90,42.257322,-2.422661,0.00
87750130dffffff,24,813384.78,6.631875,-2.457543,1.00
87390b411ffffff,332,792356.22,37.962859,-2.472073,0.08
87750560dffffff,29,336902.72,7.437808,-2.540944,1.00
877501914ffffff,19,121752.69,7.287651,-2.446840,0.00
873822418ffffff,295,1817164.17,35.002876,-2.440787,0.00
873806db6ffffff,22,200269.24,33.530357,-2.512695,0.00
87750571effffff,3,72663.64,7.589774,-2.585833,1.00
877505731ffffff,76,1840812.26,7.641552,-2.539741,1.00
875990149ffffff,26,336669.03,12.026216,-2.531000,1.00
87750c69affffff,72,121639.36,5.853100,-2.457315,0.00
873885b84ffffff,8,1794389.61,27.744698,-2.898181,1.00
873831772ffffff,278,422934.49,34.073671,-2.425053,0.00
8759a245dffffff,3,107631.68,15.166405,-2.367243,1.00
8775228a8ffffff,2,3731.58,9.599079,-2.509239,0.00
873976d68ffffff,24,47531.86,41.542448,-2.515912,0.00
87397689effffff,1,3630.62,41.471060,-2.389607,0.00
877508c5effffff,122,870399.07,5.527012,-2.461595,0.00
877501305ffffff,40,305983.29,6.674427,-2.472528,0.00
8738224aaffffff,639,2073705.59,34.931716,-2.492988,0.00
8759a241affffff,7,41473.04,15.101528,-2.528117,0.00
875990babffffff,182,739880.33,12.182899,-2.507797,0.00
875990ab3ffffff,26,123168.71,12.036349,-2.504475,0.00
877505761ffffff,7,185120.72,7.500107,-2.408626,1.00
873976cceffffff,1070,951512.79,41.215070,-2.465574,0.30
877526c29ffffff,4,50446.18,10.544271,-2.414686,0.00
875569428ffffff,11,254292.19,18.271491,-2.618732,0.00
8759a4650ffffff,7,105076.40,16.838484,-2.372515,0.00
87381598cffffff,67,879696.48,32.801721,-2.484374,0.00
875990ab4ffffff,31,268775.42,12.079104,-2.529253,0.00
877522226ffffff,182,213727.13,9.066386,-2.501203,0.00
875986d23ffffff,16,236712.81,13.957356,-2.457632,0.00
877526722ffffff,180,382574.03,10.128473,-2.509336,0.00
87752676bffffff,10,89593.15,9.947456,-2.393130,0.00
8759a2903ffffff,14,219537.19,15.941948,-2.520195,0.00
8739769a6ffffff,15,289286.69,41.706718,-2.565458,0.00
875990a36ffffff,162,647093.72,12.188845,-2.490619,0.00
875990b9cffffff,50,428973.22,12.136718,-2.545597,0.00
873815c76ffffff,12,140858.09,32.533260,-2.564569,0.00
87750529effffff,19,186508.78,7.348837,-2.395739,0.00
8759b3241ffffff,1488,881507.39,13.544265,-2.433312,0.03
87390d02bffffff,307,1162207.11,40.268648,-2.510208,0.00
87750801affffff,47,447349.35,5.285408,-2.419334,0.00
875986da0ffffff,5,73621.44,13.841405,-2.511610,0.00
8775228d4ffffff,4,117587.88,9.517196,-2.518004,0.00
873824066ffffff,538,952713.04,37.369562,-2.447390,0.13
87752220dffffff,88,526728.82,8.966482,-2.489723,0.00
8759b32c8ffffff,96,152494.28,13.403919,-2.452849,0.00
87381501cffffff,14,820021.63,32.403607,-2.169112,1.00
873831b11ffffff,465,1091899.23,34.743531,-2.425111,0.00
8759b336dffffff,98,258878.29,13.718961,-2.502311,0.00
8759b1799ffffff,31,337800.80,14.108829,-2.595084,0.00
87390b906ffffff,185,587857.91,38.846415,-2.483644,0.00
8759a24edffffff,41,241576.73,15.119196,-2.410905,0.00
875986d0bffffff,17,168943.25,13.896732,-2.384894,0.00
8739292c5ffffff,21,299145.71,41.967904,-2.359087,0.00
877505195ffffff,67,578231.83,7.851041,-2.477680,0.27
877505c19ffffff,173,144055.09,8.017441,-2.500557,0.00
8759a6a49ffffff,11,24261.48,16.586250,-2.499308,0.00
875990330ffffff,7,251839.67,11.935590,-2.424993,1.00
875916473ffffff,15,3687148.99,18.012928,-1.392438,0.00
873908a59ffffff,76,255516.56,39.487394,-2.470646,0.00
87390b542ffffff,189,3469516.69,38.134547,-2.405466,0.00
877526759ffffff,106,744344.23,9.916667,-2.448741,0.06
87752290bffffff,10,407028.98,9.666554,-2.372368,0.00
8759a6b41ffffff,2,112764.17,16.711252,-2.651958,0.00
877505c02ffffff,102,958033.04,8.074330,-2.503334,0.33
8738224aeffffff,195,361626.51,34.948577,-2.505502,0.05
873812b76ffffff,4,384474.90,30.818295,-2.742734,1.00
877501a93ffffff,495,272753.68,6.790980,-2.506328,0.08
877523091ffffff,21,1542226.15,8.545673,-2.208541,1.00
8755691aeffffff,3,94059.78,18.311232,-2.336504,0.00
873909da5ffffff,2,9961.22,39.492300,-2.415740,0.00
873908270ffffff,12,361041.81,39.164529,-2.396895,1.00
877501246ffffff,85,888594.02,6.466929,-2.462813,0.00
873976519ffffff,150,225575.77,41.026122,-2.509499,0.21
8759954e9ffffff,10,96467.70,12.462281,-2.411080,1.00
873976406ffffff,684,910562.54,40.952057,-2.476252,0.30
877522923ffffff,12,488434.77,9.756256,-2.359812,0.00
875990b32ffffff,60,581389.35,12.285527,-2.565963,1.00
873908a41ffffff,141,687944.71,39.552067,-2.487705,0.00
877501253ffffff,45,236817.98,6.445052,-2.503038,0.00
8759a634affffff,9,78941.80,16.300588,-2.490293,0.00
877505c05ffffff,222,593068.43,8.075371,-2.470223,0.16
877522aa6ffffff,84,876570.12,9.306164,-2.422827,0.11
873976930ffffff,90,94659.91,41.803867,-2.509991,0.00
8759b106cffffff,99,442338.82,14.608538,-2.470931,0.00
87390d702ffffff,133,1747872.50,39.944209,-2.514671,0.83
8759900e4ffffff,5,179885.48,11.861037,-2.595730,1.00
873909da2ffffff,41,242295.24,39.458793,-2.421456,0.00
87599590bffffff,167,1468895.50,13.252647,-2.482588,0.00
87390db86ffffff,129,367087.67,40.536734,-2.472555,0.17
877505005ffffff,38,984152.23,7.730956,-2.342028,0.00
8775080a9ffffff,88,748293.77,5.286646,-2.442997,0.00
873831600ffffff,20,286682.63,33.941929,-2.410559,1.00
87390b572ffffff,308,1153653.11,38.148370,-2.472130,0.26
8775228daffffff,7,68027.81,9.457463,-2.524393,0.00
877526729ffffff,256,794022.27,10.061040,-2.451293,0.14
877505002ffffff,119,3081950.39,7.719732,-2.378043,0.00
873833246ffffff,32,1365857.69,33.252822,-2.367256,0.00
8759a4763ffffff,7,85583.02,17.032958,-2.439613,0.00
87599580affffff,15,357751.99,13.127697,-2.405887,1.00
877505c5effffff,72,155746.36,7.939496,-2.441404,0.00
87390bd49ffffff,475,2638402.68,38.546859,-2.483125,0.00
8759a5819ffffff,8,1966479.46,17.668291,-1.712882,0.00
87750199cffffff,40,1637531.58,7.240746,-2.557191,1.00
877501276ffffff,10,21877.20,6.523864,-2.483636,0.00
87750c4ddffffff,48,1908719.30,6.074403,-2.465616,0.00
8759a0d90ffffff,47,290702.02,16.430370,-2.516564,0.00
87750eb44ffffff,24,87488.99,6.005650,-2.491403,0.00
8738100ccffffff,6,136149.32,31.282733,-2.434059,1.00
87390b543ffffff,61,644555.37,38.142211,-2.386712,0.00
87397641bffffff,12,28673.10,40.875043,-2.407222,0.00
875995954ffffff,39,225286.78,13.273580,-2.457955,0.00
875993d00ffffff,83,98849.00,11.303010,-2.471205,0.00
877526672ffffff,82,622933.90,9.901278,-2.513217,0.00
87390bc5cffffff,1016,645069.62,38.389834,-2.443749,0.00
8739764a8ffffff,57,130660.32,40.857371,-2.459862,0.98
87593476dffffff,19,2029413.01,21.778850,-1.654900,1.00
8759954ccffffff,76,394592.34,12.421647,-2.420545,0.00
8738ac915ffffff,1,1233.45,29.987125,-2.504045,0.00
8759b16c2ffffff,43,352252.08,14.028837,-2.418351,0.00
873833ac1ffffff,1,14701.84,33.501612,-2.552350,0.00
